region,base_sku,branch,status,first_observed_month,last_observed_month,last_positive_month,months_since_last_positive,exclusion_reason
DNB,10.L1.4080.4829,076,Vô hiệu hóa,2024-03-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4829,079,Vô hiệu hóa,2024-02-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4829,081,Vô hiệu hóa,2024-03-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.4829,222,Vô hiệu hóa,2024-04-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.4831,000,Vô hiệu hóa,2024-02-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4831,059,Vô hiệu hóa,2024-05-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4831,060,Vô hiệu hóa,2024-04-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4831,061,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4831,064,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,10.L1.4080.4831,065,Vô hiệu hóa,2024-03-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,10.L1.4080.4831,069,Vô hiệu hóa,2024-01-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4831,071,Vô hiệu hóa,2024-03-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,10.L1.4080.4831,073,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4831,076,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4831,079,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4831,081,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4831,094,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.4831,222,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.4832,000,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4832,059,Vô hiệu hóa,2024-05-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4832,060,Vô hiệu hóa,2024-04-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4832,061,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4832,064,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,10.L1.4080.4832,069,Vô hiệu hóa,2024-01-01,2024-02-01,2024-02-01,28,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4832,071,Vô hiệu hóa,2024-04-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4832,079,Vô hiệu hóa,2024-07-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4832,094,Vô hiệu hóa,2024-05-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.4832,222,Vô hiệu hóa,2024-04-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.4833,000,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4833,059,Vô hiệu hóa,2024-05-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4833,060,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4833,061,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4833,064,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,10.L1.4080.4833,065,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4833,071,Vô hiệu hóa,2024-03-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4833,076,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4833,081,Vô hiệu hóa,2024-02-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4833,094,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.4833,222,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4834,013,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4834,014,Vô hiệu hóa,2024-05-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4834,023,Vô hiệu hóa,2024-01-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4834,049,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4835,023,Vô hiệu hóa,2024-11-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4835,049,Vô hiệu hóa,2025-05-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4836,014,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4836,023,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4836,049,Vô hiệu hóa,2024-04-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.4837,000,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4837,019,Vô hiệu hóa,2024-04-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4837,059,Vô hiệu hóa,2024-01-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4837,060,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4837,061,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4837,064,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4837,071,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,10.L1.4080.4837,073,Vô hiệu hóa,2024-01-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4837,076,Vô hiệu hóa,2024-01-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4837,081,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.4837,222,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4838,019,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4838,059,Vô hiệu hóa,2024-01-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4838,060,Vô hiệu hóa,2025-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4838,071,Vô hiệu hóa,2024-05-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4838,076,Vô hiệu hóa,2024-01-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4838,079,Vô hiệu hóa,2024-05-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4838,081,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4839,019,Vô hiệu hóa,2024-04-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4839,059,Vô hiệu hóa,2025-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4839,060,Vô hiệu hóa,2024-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4839,061,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4839,071,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4839,076,Vô hiệu hóa,2024-01-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4839,079,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.4839,222,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4841,001,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4841,002,Vô hiệu hóa,2024-01-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4841,010,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4841,012,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4841,013,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4841,014,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,10.L1.4080.4841,018,Vô hiệu hóa,2024-04-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4841,023,Vô hiệu hóa,2024-04-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,10.L1.4080.4841,024,Vô hiệu hóa,2024-01-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4841,049,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,10.L1.4080.4842,018,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4842,019,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4842,023,Vô hiệu hóa,2024-07-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
TNB,10.L1.4080.4842,024,Vô hiệu hóa,2024-01-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4842,049,Vô hiệu hóa,2024-05-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4843,001,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
DNB,10.L1.4080.4843,019,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4843,023,Vô hiệu hóa,2024-02-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,10.L1.4080.4843,024,Vô hiệu hóa,2024-05-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.4843,049,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.9951,000,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9951,024,Vô hiệu hóa,2025-05-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9951,050,Vô hiệu hóa,2024-04-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9951,060,Vô hiệu hóa,2024-08-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9951,063,Vô hiệu hóa,2024-08-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9951,065,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9951,069,Vô hiệu hóa,2024-08-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9951,073,Vô hiệu hóa,2024-12-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9951,081,Vô hiệu hóa,2024-05-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.9951,222,Vô hiệu hóa,2024-08-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.9952,000,Vô hiệu hóa,2025-04-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9952,050,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9952,063,Vô hiệu hóa,2024-08-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9952,065,Vô hiệu hóa,2024-05-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9952,079,Vô hiệu hóa,2024-09-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9952,081,Vô hiệu hóa,2024-10-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.9952,222,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9953,063,Vô hiệu hóa,2024-05-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9953,079,Vô hiệu hóa,2024-09-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9953,081,Vô hiệu hóa,2024-03-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9954,001,Vô hiệu hóa,2024-04-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9954,002,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9954,012,Vô hiệu hóa,2024-11-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9954,013,Vô hiệu hóa,2024-09-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9954,014,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9954,015,Vô hiệu hóa,2024-05-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9954,016,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9954,018,Vô hiệu hóa,2024-01-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9954,024,Vô hiệu hóa,2024-11-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.9954,222,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9955,001,Vô hiệu hóa,2024-04-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9955,008,Vô hiệu hóa,2024-11-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9955,010,Vô hiệu hóa,2024-08-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9955,016,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9955,019,Vô hiệu hóa,2024-01-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9955,024,Vô hiệu hóa,2024-11-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.9955,222,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9956,001,Vô hiệu hóa,2024-05-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9956,002,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9956,010,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9956,015,Vô hiệu hóa,2024-01-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9956,016,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9956,018,Vô hiệu hóa,2024-01-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9956,024,Vô hiệu hóa,2024-11-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.9956,222,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9957,001,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9957,008,Vô hiệu hóa,2024-01-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9957,010,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9957,013,Vô hiệu hóa,2024-12-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9957,014,Vô hiệu hóa,2024-01-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9957,016,Vô hiệu hóa,2024-05-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9957,018,Vô hiệu hóa,2024-01-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9957,019,Vô hiệu hóa,2025-02-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9957,024,Vô hiệu hóa,2024-02-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9957,060,Vô hiệu hóa,2024-04-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9957,063,Vô hiệu hóa,2024-01-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9957,069,Vô hiệu hóa,2024-06-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9957,073,Vô hiệu hóa,2024-02-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9957,079,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9957,081,Vô hiệu hóa,2024-04-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9957,098,Vô hiệu hóa,2025-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.9957,222,Vô hiệu hóa,2024-01-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9958,010,Vô hiệu hóa,2024-05-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9958,012,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9958,014,Vô hiệu hóa,2024-01-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9958,016,Vô hiệu hóa,2024-05-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9958,018,Vô hiệu hóa,2024-03-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9958,024,Vô hiệu hóa,2024-02-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
Chưa xác định,10.L1.4080.9958,222,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9959,001,Vô hiệu hóa,2024-08-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,10.L1.4080.9959,012,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,10.L1.4080.9959,013,Vô hiệu hóa,2024-12-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9959,016,Vô hiệu hóa,2024-05-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,10.L1.4080.9959,018,Vô hiệu hóa,2024-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
